Q14613, 1433.7, 1457.38, 1490.38, 1512.12, 1454.79, 1485.46, 1523.38, 1548.26
Q8767, 21935.1, 19571.4, 21464.9, 21566.1, 23243.8, 20629.1, 22959.8, 23303.4
Q15354, 5253.55, 5280.05, 5248.55, 5252.56, 5224.54, 5247.68, 5209.25, 5225.63
Q10553, 5404.06, 5968.37, 5348.96, 5211.25, 5528.62, 6122.11, 5458.01, 5317.14
Q5951, 12469.6, 12510.6, 12841.2, 12815.4, 12724.1, 12841, 13149.6, 13128.1
Q22450, 11055.8, 11079.8, 11285.9, 11253.2, 11249.7, 11271.4, 11441.4, 11397
Q3428, 3703.63, 3675.21, 3776.59, 3927.6, 3817.46, 3856.12, 3981.74, 4132.02
Q20365, 6521.1, 6516.08, 6603.2, 6680.12, 6646.48, 6631.45, 6713.14, 6784.11
Q17086, 1729.55, 1730.63, 1745.78, 1730.19, 1792.12, 1770.94, 1761.09, 1739.4
Q6634, 994.348, 1011.7, 1008.9, 1004.94, 1000.75, 1014.2, 1022.31, 1029.64
Q15262, 4906.51, 4939.56, 4898.03, 4929.03, 5016.2, 5059.31, 5031.91, 5045.67
Q16887, 6282.15, 5480.71, 6406.82, 5401.25, 6399.89, 5583.79, 6587.55, 5542.04
Q11476, 1056.47, 1071.89, 1088.5, 1117.16, 1061.73, 1079.23, 1095.78, 1126.14
Q11798, 12757.3, 12599.7, 12889.2, 13303.3, 13067.3, 12838.9, 13126.3, 13548.5
Q14848, 10646.1, 10730.3, 10795.8, 10818.9, 10818.3, 10897.7, 10928.7, 10956.1
Q18617, 12698, 15040.3, 14683.9, 17292.5, 13154.4, 15612.3, 15241.4, 17791
Q11075, 3044.54, 2939.67, 2831.69, 3121.9, 3074.64, 2948.38, 2851.77, 3218.43
Q6827, 7037.69, 7001.75, 6922.65, 7165.45, 7699.11, 7611.97, 7252.6, 7558.89
Q1289, 3619.88, 3873.8, 3724.2, 3680.47, 3658.59, 3921.88, 3788, 3728.96
Q22675, 14503.3, 14609, 14716.2, 15312.5, 15766.2, 15989.1, 16228.4, 16523.1
Q22850, 9304.95, 9398.07, 9715.12, 9811.69, 9656.41, 9796.64, 10142.2, 10232.1
Q6957, 2177.43, 2164.61, 2187.16, 2182.4, 2187.58, 2180.34, 2220.39, 2231.97
Q10402, 1406.89, 1425.68, 1440.35, 1454.68, 1461.33, 1482.62, 1501.48, 1519.83
Q4128, 8751.94, 8781.74, 8812.15, 8890.17, 8904.17, 8961.15, 9007.83, 9105.35
Q3631, 1098.2, 1100.27, 1103.35, 1108.94, 1114.56, 1116.76, 1119.18, 1124.46
Q5155, 10437.6, 10865.9, 11093.4, 10252.2, 9977.38, 10745.9, 11411.1, 10313.3
Q2041, 1064.8, 1091.94, 1073.05, 1094.45, 1082.36, 1106.88, 1084.97, 1110.24
Q19753, 1225.65, 1256.51, 1257.23, 1261.63, 1255.43, 1288.55, 1286.79, 1291.77
Q6723, 6724.99, 7052.78, 6630.8, 6513.69, 6797.95, 7114.04, 6686.92, 6563.16
Q19271, 5577.43, 5780.29, 5786.94, 5856.54, 5821.96, 6045.09, 6004.36, 6049.68
Q16773, 9845.23, 9503.51, 9985.1, 10133.5, 9869.65, 9558.68, 10177.5, 10177.9
Q18075, 3666.87, 4143.73, 4006.88, 3954.46, 3772.73, 4326.29, 4206.58, 4104.17
Q17053, 1953.82, 1930.36, 1976.43, 2026.43, 2041.08, 2025.58, 2079.38, 2127.57
Q5582, 6104.26, 5870.97, 6101.44, 6633, 7150.09, 6717.91, 6974.11, 7247.21
Q14794, 9241.59, 9195.35, 9176.66, 9079.37, 9235.98, 9189.11, 9163.23, 9065.09
Q10007, 5459.38, 5575.42, 5613.25, 5794.84, 5725.34, 5814, 5844.5, 6035.94
Q19435, 463.84, 453.923, 441.932, 442.781, 461.743, 452.489, 442.084, 439.488
Q1253, 1174.26, 1171.94, 1187.21, 1192.39, 1124.02, 1106.36, 1114.25, 1128.07
Q16139, 5053.74, 5073.32, 5063.63, 5089.34, 5109.78, 5161.43, 5171.42, 5226.84
Q10970, 6338.18, 7182.3, 6965.46, 7115.55, 6814.39, 7579.56, 7478.86, 7415.58
Q21141, 7614.96, 7997.98, 8591.27, 8861.64, 7774.96, 8130.37, 8686.42, 8961.18
Q7939, 10894.9, 11289.1, 11320.6, 11762.4, 11580.3, 11926.4, 11870.5, 12318.2
Q23337, 2160.42, 2185.7, 2216.25, 2199.16, 2166.34, 2190.4, 2217.14, 2198.26
Q14104, 2168.61, 2216.05, 2209.28, 2188.56, 2185.41, 2219.14, 2212.49, 2187.54
Q16123, 11572.7, 11512.6, 11651.7, 11669.4, 11712.3, 11642.9, 11753.9, 11749.5
Q20526, 3659.23, 3664.06, 3683.37, 3715.53, 3732.33, 3759.87, 3790.17, 3821.79
Q7577, 874.341, 630.77, 618.45, 732.848, 1050.52, 757.764, 719.267, 809.874
Q6829, 6324.62, 6597.24, 6652.74, 6718.32, 6690.44, 6924.47, 6912.42, 6959.24
Q22648, 630.021, 637.315, 625.585, 690.464, 629.828, 632.218, 620.425, 679.886
Q10332, 19263.1, 19681.8, 20084.1, 20349.3, 20461.2, 20771.6, 21004.1, 21144.6
Q10558, 1275.82, 1361.93, 1322.79, 1302.67, 1295.59, 1404.77, 1369.13, 1336.29
Q12264, 5402.59, 5783.47, 5497.17, 6043.28, 5602.18, 5944.23, 5603.74, 6157.15
Q17464, 993.295, 1044.81, 1017.14, 1013.96, 1007.26, 1059.22, 1020.67, 1029.21
Q16880, 2358.83, 2715.83, 2274.21, 2167.06, 2333.26, 2691.16, 2271.19, 2194.99
Q14259, 11061.8, 11123.3, 11239.7, 11247.7, 11145.8, 11230.4, 11448.2, 11434.9
Q9360, 5345.23, 5447.41, 5516.09, 5554.56, 5580.05, 5670.26, 5727.68, 5752.75
Q1804, 1945.96, 1999.51, 2012.96, 2035.19, 1999.18, 2052.11, 2061.58, 2069.57
Q20235, 2858.54, 2721.95, 2868.1, 2798.42, 3107.52, 2919.97, 3059.15, 2962.32
Q1197, 7509.38, 8042.93, 7824.06, 7622.51, 7603.49, 8155.88, 7938.26, 7685
Q15658, 10392.7, 10387.3, 10381.3, 10436, 10440.8, 10443.4, 10419.5, 10478
Q22559, 1613.51, 1786.96, 1986.6, 1716.33, 1642.79, 1824.44, 2024.04, 1741.99
Q11095, 1474.68, 1506.91, 1501.98, 1543.68, 1494.44, 1530.02, 1553.34, 1590.72
Q12481, 5141.55, 5199.47, 5246.07, 5202.66, 5175.92, 5240.07, 5279.88, 5235.99
Q1719, 2251.35, 2180.88, 2165.37, 2220.56, 1898.88, 1988.39, 2117.66, 2314.4
Q9052, 1353.61, 1318.53, 1341.28, 1295.78, 1339.6, 1295.15, 1318.94, 1276.05
Q1154, 9716.33, 9940.7, 9992.72, 10138.8, 10106.8, 10300, 10355.6, 10497.3
