Q22486, 13067.2, 12449.3, 10898.6, 11374.3, 13577.7, 12952.2, 11307.9, 11811.3
Q15266, 6680.93, 6840.05, 7045.59, 8370.97, 6836.47, 6948.42, 7139.19, 8472.1
Q11740, 2697.78, 2658.67, 2666.09, 2687.71, 2723.39, 2694.77, 2727.89, 2759.28
Q22867, 4061.57, 3653.22, 4724.41, 3747.24, 4136.57, 3624.17, 4835.79, 3847.22
Q8545, 13199.7, 13721.9, 13897.4, 14452, 14319.5, 14877.8, 15110.5, 15608.4
Q22059, 10046.2, 10074.3, 10127.7, 10153.7, 10217.3, 10234.1, 10281.9, 10314.6
Q10440, 3103.13, 2680.26, 2611.32, 3041.96, 3158.92, 2693.95, 2592.93, 3045.45
Q10448, 2662.32, 3291.17, 2952.07, 2878.01, 3217.96, 3856.37, 3378.73, 3197.38
Q19826, 3039.17, 3242.17, 3144.97, 3298.29, 3190.62, 3421.54, 3338.69, 3511.24
Q14470, 2312.02, 2372.02, 2374.82, 2385.26, 2320.01, 2384.18, 2390.88, 2404.76
Q18845, 2344.73, 2587.05, 2665.91, 2491.27, 2473.08, 2749.36, 2815.09, 2600.34
Q17793, 3288.42, 3188.09, 3164, 3241.37, 3283.25, 3183.15, 3157.06, 3231.15
Q9825, 674.147, 584.66, 569.368, 621.667, 636.897, 568.237, 643.436, 675.01
Q16797, 1755.47, 1947.3, 1434.77, 1655.16, 1820.4, 1999.67, 1476.8, 1704.51
Q13399, 9141.32, 9249.09, 9340.22, 9167.14, 9098.12, 9215.88, 9263.04, 9124.42
Q4377, 20440.9, 21271.8, 22225.3, 21519.5, 21235.4, 22032.9, 22820.2, 22188.6
Q6531, 7686.93, 8453.36, 7870.53, 8043.59, 8755.46, 9315.07, 9191.49, 9443.39
Q22048, 3430.42, 3473.3, 3584.69, 3490.03, 3477.6, 3435.43, 3602.17, 3510.89
Q15907, 3341.14, 3402.6, 3437.59, 3452.19, 3366.3, 3411.29, 3444.89, 3465.03
Q17138, 7469.2, 7451.69, 8533.2, 8815.66, 7942.73, 7813.63, 8862.04, 9096.67
Q6748, 3436.79, 3464.33, 3495.33, 3519.62, 3517.06, 3538.28, 3557.9, 3587.31
Q6951, 7881.33, 7966.95, 7953.19, 8037.38, 7979.33, 8058.18, 8045.79, 8130.08
Q14835, 10777.4, 10870.4, 10920.3, 10963.7, 10925.6, 11000.2, 11047.9, 11106.3
Q4461, 1909.44, 1938.25, 1943.38, 1947.02, 1948.14, 1974.27, 1977.76, 1985.57
Q6473, 1883.15, 1896.73, 1907.32, 1909.22, 1898.11, 1903.54, 1909.16, 1915.46
Q14197, 1376.76, 1377.98, 1392.72, 1394.45, 1398.1, 1395.94, 1408.33, 1412.26
Q20451, 3200.48, 3243.81, 3202.86, 3306.58, 3269.83, 3310.08, 3267.22, 3375.46
Q14871, 10161.9, 10301.8, 10311.3, 10321.1, 10189.3, 10324.5, 10328.4, 10340.3
Q16600, 1258.08, 2767.36, 1208.93, 1479.14, 1369.47, 2915.68, 1233.98, 1454.87
Q386, 3770.62, 3749.43, 3772.07, 3860.71, 3855.06, 3841.48, 3869.35, 3957
Q8866, 4002.15, 4778.68, 4109.55, 4807.08, 4014.56, 4770.28, 4066.53, 4798.95
Q14999, 10449, 10814.2, 10841.5, 11098, 11576.6, 11764.8, 11418.6, 11614.4
Q20069, 13288.4, 13085.4, 13416.7, 13049.3, 13612.9, 13435.6, 13706.6, 13354.6
Q20894, 3021.2, 3030.99, 3033.32, 3003.29, 2984.06, 3007.76, 3013.73, 3009.97
Q21307, 9871.42, 9800.21, 9819, 9895.19, 9841.29, 9838.78, 9912.75, 9966.87
Q4561, 11361.8, 11389.5, 11439.4, 11531.5, 11550.6, 11594.1, 11604.4, 11697.8
Q11111, 3030.84, 3084.74, 3110.51, 3145.12, 3123.19, 3173.41, 3178.76, 3222.61
Q13849, 4128.15, 4092.34, 4114.19, 4119.09, 4137.76, 4114.56, 4127.48, 4137.58
Q3235, 11270.3, 11289.9, 11515.8, 11566.4, 11606.5, 11630.9, 11828.3, 11896.8
Q14321, 1600.6, 1585.61, 1917.68, 1564.73, 1636.43, 1629.76, 1971.37, 1612.73
Q13792, 1268.14, 1295.43, 1290.81, 1303.37, 1288.27, 1318.82, 1313.88, 1326.22
Q10485, 16518, 15546.4, 15557.1, 15668.1, 16314.7, 15606.2, 15670.6, 15714.1
Q2617, 13397.5, 13099.4, 12138.5, 12204, 12653.5, 12833.4, 12114.8, 11966.7
