Q4634, 11394.9, 11501.9, 11569.4, 11605.4, 11569.1, 11638, 11693.3, 11729.1
Q10503, 3145.55, 3156.2, 3129.84, 3186.59, 3197.97, 3202.14, 3174.5, 3228.92
Q4398, 10746.2, 10746.7, 10621.6, 11061.7, 11028.6, 10981.4, 10897.4, 11247.7
Q23407, 3771.91, 3780.78, 3816.67, 3830.98, 3819.74, 3826.63, 3870.46, 3881.04
Q1223, 10878.8, 11005.7, 11152.8, 11217.2, 10962.2, 11117.8, 11336.3, 11441.7
Q13435, 1226.91, 1233.32, 1240.3, 1243.86, 1240.61, 1246.27, 1255.6, 1259.48
Q20478, 3334.04, 3528.73, 3702.92, 3524.26, 3510.61, 3716.23, 3896.65, 3717.46
Q20315, 16956.6, 17010.3, 17102.5, 16781.2, 18375.8, 17790.6, 17359.7, 17107.1
Q17052, 12769.3, 11650.8, 11642.4, 11789, 12065.9, 10995.2, 11299.2, 12222.8
Q1948, 18838.7, 21641.5, 22417.5, 24869, 18345.9, 21159.2, 22345.4, 25240.6
Q13552, 1870.2, 1853.3, 1868.98, 1876.44, 1878.42, 1861.23, 1875.02, 1884.95
Q21122, 2271.04, 2222.91, 2236.73, 2196.8, 2273.25, 2214.31, 2239.66, 2197.37
Q23956, 4237.3, 4227.69, 4024.74, 4213, 4467.26, 4320.84, 4108.85, 4394.4
Q5298, 14324.2, 15003.5, 13768.4, 13305.8, 13939, 14990.7, 14114.7, 13482.6
Q8242, 2717.64, 2588.83, 2732.15, 2479.87, 2908.47, 2764.13, 2852.66, 2544.99
Q15465, 10334.1, 10109.4, 10210.5, 10147.8, 10485.7, 10232.8, 10303, 10298.3
Q17300, 7622.88, 7621.26, 7664.66, 7692.19, 7716.3, 7671.02, 7728.72, 7701.2
Q15428, 2368.57, 2372.71, 2383.27, 2394.59, 2388.12, 2397.43, 2417.9, 2433.76
Q8132, 1813.06, 1930.21, 1971.73, 1938.05, 1931.44, 2091.7, 2133.57, 2071.77
Q2046, 1483.81, 1482.9, 1433.88, 1371.03, 1506.48, 1499.91, 1447.68, 1386.92
Q18318, 11812.6, 11514.2, 12601.6, 12139, 12410.8, 12413.4, 13896, 12850.2
Q23885, 2519.5, 2646.04, 2328.09, 2641.58, 2533.07, 2644.39, 2330.11, 2642.62
Q19628, 4696.51, 1196.84, 2415.47, 3641.45, 4847.85, 1232.11, 2445.05, 3697.47
Q13176, 8121.42, 8187.39, 8156.98, 8051.69, 8117.18, 8176.88, 8148.85, 8032.96
Q18000, 4599.68, 4188.16, 4397.44, 4813.76, 4700.4, 4278.7, 4514.96, 4823.2
Q3072, 3874.29, 4228.26, 2975.65, 3547.35, 3988.37, 3524.38, 3244.51, 3277.25
Q13535, 1251.94, 1240.37, 1253.27, 1256.11, 1258.28, 1249.35, 1267.47, 1276.89
Q16489, 10185, 9975.91, 10024.1, 10186.9, 10272.8, 10041.4, 10095.2, 10269.3
Q16373, 10781.1, 10808.5, 10766.5, 10864, 10775.4, 10782.9, 10770, 10861.8
Q8362, 12062.2, 11679.8, 11952.3, 12061.2, 12354.9, 12029.5, 12298.5, 12346.1
Q5798, 5147.22, 4949.78, 4749.11, 4765.6, 5150.22, 4946.98, 4745.78, 4763.41
Q9591, 1696.98, 1809.21, 1828.06, 1775.77, 1669.99, 1787.67, 1821.35, 1788.62
Q9949, 1486.5, 1510.06, 1527.8, 1556.99, 1574.66, 1599.55, 1617.91, 1646.85
Q23602, 1024.9, 1031.43, 1035.05, 1029.54, 1028.78, 1027.72, 1031.76, 1029.59
Q7581, 4675.4, 4572.58, 4725.05, 4784.4, 4779.94, 4681.7, 4834.84, 4907.89
Q22703, 8453.67, 9071.19, 9708.65, 9009.56, 8417.3, 9145.85, 9892.85, 9082.46
Q1960, 6195.08, 6273.53, 6267.31, 6320.6, 6293.13, 6358.53, 6369.82, 6416.11
Q17614, 2689.63, 2522.7, 2646.62, 2713.37, 2778.41, 2611.31, 2701.4, 2757.3
Q4250, 4781.77, 5449.47, 5531.39, 5545.94, 4891.19, 5526.07, 5549.21, 5520.7
Q9140, 20176.7, 20482.3, 20745.2, 21127.5, 20900.4, 21263.6, 21586.4, 22079.1
Q14260, 2404.6, 2382.79, 2323.16, 2469.75, 2393.03, 2372.55, 2336.46, 2531.33
Q7904, 3378.3, 3425.87, 3486.75, 3506.19, 3546.39, 3625.71, 3680.44, 3704.69
Q18632, 1729.57, 1912.79, 1797.39, 1697.13, 1801.79, 2005.17, 1887.57, 1775.33
Q1562, 3586.32, 3907.2, 3930.75, 3853.25, 3707.96, 4030.93, 4085.79, 3969.35
Q21429, 12213.5, 12152.9, 11472, 11798.9, 12137.8, 12234.4, 11671.7, 11987.5
Q5070, 2620.15, 2805.71, 2817.8, 2763.26, 2743.22, 2927.26, 2878.81, 2837.58
Q21040, 7537.29, 7533.35, 7542.78, 7677.28, 7579.3, 7542.84, 7565.96, 7701.72
Q18770, 18396.3, 19084.1, 19004.2, 19830.3, 19604, 20308.6, 20201.7, 21060.2
Q15671, 9885.83, 9824.46, 9735.8, 9794.59, 9897.33, 9797.07, 9744.9, 9779.46
Q15353, 7648.75, 7857.63, 7745.04, 7775.64, 7697.38, 7952.08, 7873.12, 7950.8
Q14294, 1374.24, 1365.38, 1386.1, 1387.19, 1396.36, 1382.83, 1405.11, 1410.44
Q9457, 4243.64, 4324.53, 4335.97, 4367.2, 4435.39, 4499.35, 4489.88, 4533.44
Q16824, 1938.57, 2200.27, 1827.69, 1739.82, 1944.06, 2220.53, 1844, 1761.78
Q20744, 11707.4, 12077.6, 12472, 12472.1, 11661.1, 12051.8, 12515.7, 12663.5
Q7636, 1859.03, 1964.05, 1981.29, 2067.85, 1981.52, 2073.59, 2082.65, 2168.46
Q17306, 11152.7, 11317.9, 11040.4, 11019.1, 11203.2, 11386.1, 11228.6, 11194
Q9965, 1627.46, 1641.65, 1689.45, 1725.16, 1723.38, 1737.65, 1787.56, 1819.78
Q1327, 4046.46, 4059.38, 4060.86, 4061.97, 4054.62, 4074.16, 4071.57, 4091.68
Q22890, 9268.35, 8591.17, 8717.89, 8976.49, 9323.34, 8940.42, 9050.26, 9118.94
Q10349, 7100.96, 7235.64, 7320.61, 7474.11, 7472.95, 7593.39, 7682.93, 7862.63
Q19516, 3121.07, 3087.22, 3117.65, 3207.47, 3266.6, 3222.43, 3238.55, 3355.02
Q11118, 4989.13, 4902.88, 5311.04, 5128.4, 4897.64, 4810.39, 5234.65, 5080.95
Q21847, 11117, 11060.1, 11178.6, 11245.6, 11325.6, 11241.7, 11340.3, 11397.8
Q21266, 19908.3, 19243, 19608.5, 19471.8, 20955.8, 20178.9, 20588.7, 20417.7
Q16730, 7350.12, 7089.18, 7191.7, 7794.35, 7590.21, 7310.55, 7376.1, 7972.65
Q989, 10631.4, 10737.5, 10696.8, 10779.7, 10772.9, 10904.5, 10850.3, 10931.9
Q15628, 998.533, 999.251, 1001.51, 997.983, 997.88, 999.307, 1002.01, 999.191
Q9919, 8144.51, 8173.69, 8216, 8162.39, 8295.03, 8273.74, 8325.29, 8292.1
Q3354, 6138.44, 6414.31, 6785.94, 7031.92, 6608.76, 6831.32, 7109.57, 7186.99
Q5622, 28041.6, 29994.7, 29265.7, 27728.1, 25603.8, 27346, 27491.2, 25856.2
Q1979, 5991.53, 5955.36, 6076.49, 6142.84, 6163.59, 6219.09, 6422.2, 6604.88
Q11698, 4269.62, 4286.05, 4308.47, 4325.64, 4297.27, 4307.29, 4323.3, 4337.3
Q15739, 5490.8, 6324.32, 7851.6, 6585.58, 4133.93, 5525.49, 7577.52, 6714.89
Q7145, 4104.72, 4126.37, 4188.99, 4226.77, 4212.14, 4261.78, 4339.6, 4388.24
Q2424, 11053.1, 12225.6, 11580.1, 12375.8, 11353.5, 12575.1, 11831.1, 12524.4
Q12922, 11081, 11146.3, 11633.2, 11081.3, 11264.8, 11308.4, 11765, 11230.3
Q7285, 2796.95, 2566.47, 2527.4, 2826.19, 2842.9, 2597.41, 2494.27, 2799.67
Q4269, 12378.6, 12435.6, 12509.2, 12597, 12691.7, 12731.4, 12803.4, 12869.2
Q6712, 3961.15, 3971.43, 4021.62, 4067, 4062.92, 4068.91, 4115.53, 4154.99
Q22485, 7974.17, 7438.03, 10900.3, 10272.1, 8174.69, 7602.25, 11176.3, 10550.1
Q3996, 11442.9, 11421.8, 11529.9, 11582.5, 11801.3, 11715.8, 11816.3, 11871.7
Q4087, 3979.66, 3998.08, 4028.92, 4065.72, 4081.97, 4095.09, 4128.46, 4159.42
Q19333, 4550.56, 4398.49, 4461.33, 4443.15, 4529.53, 4436.95, 4558.6, 4614.86
Q4295, 2374.86, 2919.82, 2425.54, 2703.34, 2554.14, 3096.65, 2508.49, 2807.97
Q17936, 1524.19, 2486.67, 1499.75, 1507.52, 1503.36, 2495.69, 1529.9, 1514.14
Q3834, 4042.88, 4065.96, 4087.62, 4110.85, 4112.59, 4130.16, 4147.87, 4166.39
Q6999, 11792.4, 12587.7, 12681.1, 13260.9, 13125.8, 13868.4, 13828.4, 14346.8
Q10734, 2123.74, 2210.85, 2270.5, 2330.21, 2186.18, 2235.2, 2311.05, 2410.09
Q7279, 12873.8, 11098.6, 11778, 13257.5, 12887.9, 11118.7, 11765.8, 13187.3
Q7614, 6619.01, 6798.84, 6882.75, 6943.92, 7069.68, 7262.02, 7346.67, 7393.12
Q380, 7695.01, 8575.89, 7736.26, 7787.23, 7800.6, 8679.55, 7837.31, 7884.35
Q871, 1645.35, 1633.3, 1642.89, 1650.65, 1648.07, 1633.61, 1643.33, 1653.02
Q12535, 2103.93, 2063.42, 2044.67, 2123.54, 2124.48, 2077.85, 2067.22, 2144.86
Q11509, 1653.44, 1605.04, 1595.83, 1665.47, 1657.48, 1599.04, 1579.13, 1645.74
